Last Name,Grantor Tier,Grantor Stage,Wayleave Signed
17A Royds Lane Management Company Limited,Tier-2,Newly Listed Grantor,0
17 Atlantic Road Management Company Limited,Tier-2,Newly Listed Grantor,0
17 Bennett Street (Bath) Limited,Tier-2,,0
17 Bolton Road (Freehold) Limited,Tier-2,,0
17 Brock Street Bath (Management) Limited,Tier-2,Newly Listed Grantor,0
17 Chesham Road (Brighton) Management Limited,Tier-2,,0
17 Cookham Road Limited,Tier-2,,0
17 Foxholes Road (Bournemouth) Management Limited,Tier-2,,0
17 Gascoyne Place (Plymouth) Limited,Tier-2,Newly Listed Grantor,0
17 Grand Parade Management Limited,,Newly Listed Grantor,0
17 Heene Terrace (Worthing) Limited,Tier-2,,0
17 Highfield Street Management Limited,Tier-2,,0
17 Lansdown Place Limited,Tier-2,,0
17 Lower Oldfield Park Management Company Limited,Tier-2,Newly Listed Grantor,0
17 Marlborough Buildings Bath (Management) Limited,Tier-2,,0
17 New King Street (Bath) Limited,Tier-2,,0
17 Pevensey Road St. Leonards Limited,,Newly Listed Grantor,0
17 Portland Place East (Management Company) Limited,Tier-2,,0
17 Ravine Road Freehold Limited,Tier-2,Newly Listed Grantor,0
17 Salisbury Road Southsea Limited,Tier-2,,0
17 Sillwood Road (Brighton) Limited,,Newly Listed Grantor,0
17 Southfields Road (Eastbourne) Limited,Tier-2,,0
17 St. James Avenue Brighton Limited,Tier-2,,0
17 St George'S Place Management Company Limited,Tier-2,,0
17 St Georges Terrace Brighton Residents Company Limited,Tier-2,,0
17 St Margarets Road Residents Association Limited,,Newly Listed Grantor,0
17 Suntherland Road Management Co Ltd,Tier-2,Newly Listed Grantor,0
17 Sussex Square (Brighton) Limited,Tier-2,,0
17 The Avenue Eastbourne Limited,Tier-2,,0
17 The Cliff Roedean Limited,Tier-2,,0
17 The Drive Limited,Tier-2,Newly Listed Grantor,0
17 Trewartha Park Management Limited,Tier-2,Newly Listed Grantor,0
17 Walcot Buildings Bath Management Limited,Tier-2,,0
17 Walpole Terrace Brighton Limited,Tier-2,,0
17 Warrior Gardens Limited,,Newly Listed Grantor,0
17 Westbourne Street Hove Limited,,Newly Listed Grantor,0
17 Willes Road Management Company Limited,Tier-2,,0
18 & 19 Atlingworth Street Limited,,Newly Listed Grantor,0
180 Musters Road Limited,,Newly Listed Grantor,0
181 Kingsway (Hove) Limited,Tier-2,Newly Listed Grantor,0
18-20 Barbourne Road Ltd,Tier-2,,0
18-20 Trinity Trees Freehold Limited,Tier-2,,0
1825 Residence Ltd,Tier-2,,0
186 Property Investments Limited,Tier-1,,0
188 Albany Road (Management Company) Limited,Tier-2,,0
189 Kingsway Hove Llp,Tier-2,Newly Listed Grantor,0
18 Alexandra Road Management Company Limited,,Newly Listed Grantor,0
18 Bathwick Street (Bath) Limited,Tier-2,,0
18 Bedford Road Horsham Limited,Tier-2,,0
18 Beech Grove Management Limited,Tier-2,,0
18 Camden Crescent (Bath) Limited,Tier-2,,0
18 Catherine Place (Bath) Limited,Tier-2,,0
18 Cavendish Road Freehold Limited,Tier-2,,0
18 Chesham Place Limited,Tier-2,,0
18 Chesham Road Limited,Tier-2,,0
18 Circus (Management) Bath Limited,Tier-2,Newly Listed Grantor,0
18 Clarence Square Brighton Limited,,Newly Listed Grantor,0
18 First Avenue Hove (Freehold) Limited,Tier-2,Newly Listed Grantor,0
18 Gladstone Place Limited,Tier-2,,0
18 Grand Avenue Southbourne Management Limited,Tier-2,,0
18 Grosvenor Place Bath (Management) Limited,Tier-2,,0
18 Lansdown Crescent Freehold Limited,Tier-2,,0
18 Lewes Crescent Limited,Tier-2,,0
18 Lower Bristol Road Management Company Limited,Tier-2,Newly Listed Grantor,0
18 Manor Road Bournemouth (Management) Limited,Tier-2,,0
18 Marine Square (Brighton) Limited,Tier-2,,0
18 Marwick Terrace Limited,Tier-2,Newly Listed Grantor,0
18 Meads Street Limited,Tier-2,,0
18 Montpellier Spa Road Limited,Tier-2,Wayleave Signed,0
18 Napier Road Freehold Ltd,Tier-2,Newly Listed Grantor,0
18 New King Street (Bath) Management Company Ltd,Tier-2,,0
18 New Steine Brighton Limited,,Newly Listed Grantor,0
18 Oriental Place Limited,Tier-2,Newly Listed Grantor,0
18 Paragon (Bath) Management Company Limited,Tier-2,,0
18 Park Crescent Residents Limited,Tier-2,,0
18 Park Lane Bath Management Limited,Tier-2,,0
18 Portland Place (Brighton) Management Limited,Tier-2,,0
18 Portland Place Bath (Management) Limited,Tier-2,,0
18 Pulteney Street (Flats) Limited,Tier-2,,0
18 QPG Residents Limited,Tier-2,,0
18 Royal Crescent (Bath) Management Limited,Tier-2,,0
18 Selwyn Road Limited,Tier-2,,0
18 Shrubbery Road Management Company Limited,Tier-2,Newly Listed Grantor,0
18 Silverdale Road Residents (Eastbourne) Limited,Tier-2,,0
18 Southside (Weston) Management Company Limited,Tier-2,Newly Listed Grantor,0
18 Upper Maze Hill Management Limited,,Newly Listed Grantor,0
18 Walcot Buildings Management Company Limited,Tier-2,,0
18 Westbourne Gardens Limited,,Newly Listed Grantor,0
18 Westcliffe Grove Management Company Limited,Tier-2,,0
18 Wilbury Avenue Hove Limited,Tier-2,Newly Listed Grantor,0
18 Wilbury Gardens Limited,Tier-2,Newly Listed Grantor,0
18 Wilbury Villas Residents Limited,Tier-2,Newly Listed Grantor,0
18 Wolverton Road (Bournemouth) Management Company Limited,Tier-2,,0
19/20 Pulteney Street (Bath) Limited,Tier-2,,0
191 Bath Road Management Company Ltd,Tier-2,Newly Listed Grantor,0
191 Kingsway BN3 Freehold Limited,Tier-2,Newly Listed Grantor,0
19-24 Parsley Close Freehold Limited,Tier-2,Newly Listed Grantor,0
193 Eastern Road Limited,Tier-2,,0
194 New Road Limited,Tier-2,Newly Listed Grantor,0
196 Tilehurst Road (Reading) Management Company Limited,Tier-2,,0
1973 Developments Limited,Tier-2,Newly Listed Grantor,0
197 London Road Limited,,Newly Listed Grantor,0
199 Dyke Road Limited,Tier-2,Newly Listed Grantor,0
199 Kingsway Hove Limited,Tier-2,Newly Listed Grantor,0
19 Albany Road St Leonards-On-Sea Limited,,Newly Listed Grantor,0
19 Atlantic Road (WSM) Management Limited,Tier-2,Newly Listed Grantor,0
19A Twerton Management Company Limited,Tier-2,Newly Listed Grantor,0
19 Bathwick Street (Management) Limited,Tier-2,,0
19 Broadwater Road (Worthing) Limited,Tier-2,Initial Grantor Engagement,0
19 Brock Street Flat Maintenance Limited,Tier-2,,0
19 Canada Grove Limited,Tier-2,Newly Listed Grantor,0
19 Carlisle Road (Hove) Limited,Tier-2,Newly Listed Grantor,0
19 Chapel Park Road Freeholders Limited,,Newly Listed Grantor,0
19 Church Walk Company Limited,,Newly Listed Grantor,0
19 Grosvenor Crescent Freehold Limited,,Newly Listed Grantor,0
19 Hanover Crescent Brighton Ltd,Tier-2,,0
19 Henrietta Street Bath Management Company Limited,Tier-2,,0
19 Kensington Place Bath Limited,Tier-2,Newly Listed Grantor,0
1-9 Kings Road Llp,Tier-2,,0
19 Lancaster Park Road Limited,Tier-2,,0
19 Lansdown Crescent Management Limited,Tier-2,,0
19 London Road Management Company Limited,Tier-2,Newly Listed Grantor,0
19 Madeira Place (Brighton) Limited,Tier-2,,0
19 Marlborough Buildings Bath Limited,Tier-2,,0
19 Mason Street Freehold Limited,Tier-2,,0
19 Melton Road RTE Company Limited,,Newly Listed Grantor,0
19 Napier Terrace Mutley Plymouth Limited,Tier-2,Newly Listed Grantor,0
1-9 Oakwood Court Management Limited,Tier-2,Newly Listed Grantor,0
19 Park Place Management Company Limited,Tier-2,Newly Listed Grantor,0
19 Pittville Lawn Management 2003 Limited,Tier-2,,0
19Ppesr2 Limited,Tier-2,Newly Listed Grantor,0
19 Roundhill Crescent (Brighton) Limited,Tier-2,,0
19 Royal Crescent Limited,Tier-2,,0
19 Royal Terrace Limited,Tier-2,,0
19 St Margarets Road Limited,,Newly Listed Grantor,0
19 St Vincents Road Management Company Limited,Tier-2,,0
19 Vineyards Bath Management Company Limited,Tier-2,,0
19 Western Elms Residents Association Limited,,,0
1A Bexley Street (Windsor) Limited,Tier-2,,0
1 Albion Terrace Management Company Limited,Tier-2,,0
1 Allendale Place Management Company Limited,Tier-2,,0
1 Almond Tree LLP,Tier-2,Initial Grantor Engagement,0
1 and 1A Castledown Terrace (Hastings) Limited,Tier-2,Newly Listed Grantor,0
1 Anglesea Terrace Limited,Tier-2,Newly Listed Grantor,0
1 Anglo Terrace Management Company Limited,Tier-2,,0
1 Apple Tree LLP,Tier-2,,0
1 Apricot Tree LLP,Tier-2,Initial Grantor Engagement,0
1 Archer Terrace Limited,Tier-2,Newly Listed Grantor,0
1 Arnewood Road Management Limited,Tier-2,,0
1 Arundel Terrace Limited,,,0
1 Bath Terrace Limited,Tier-2,,0
1 Bathwick Street Bath (Management) Limited,Tier-2,,0
1 Beaufort Villas Management Company Limited,Tier-2,,0
1 Brittany Road Limited,Tier-2,Newly Listed Grantor,0
1 Brunstead Road Limited,Tier-2,Wayleave Signed,0
1 Camden Crescent (Management Company) Limited,Tier-2,,0
1 Catharine Place Management (Bath) Limited,Tier-2,,0
1 Cavendish Crescent Bath (Management) Company Limited,Tier-2,,0
1 Clarence Square (Brighton) Limited,,Newly Listed Grantor,0
1 De Montalt Place Management Company Limited,Tier-2,Newly Listed Grantor,0
1 Gladstone Terrace Limited,Tier-2,,0
1 Grand Parade Management Limited,Tier-2,,0
1 Great Bedford Street (Bath) Management Company Limited,Tier-2,,0
1 Heene Road Limited,Tier-2,,0
1 Hermit Street Limited,Tier-2,Newly Listed Grantor,0
1 Hurst Road Limited,Tier-2,,0
1 Kensington Place Bath (Management) Limited,Tier-2,,0
1 Kings Grove Limited,Tier-2,Newly Listed Grantor,0
1 Lancaster Road Management Limited,Tier-2,,0
1 Lansdown Crescent Bath Management Company Limited,Tier-2,,0
1 Leigham Street Management Company Limited,Tier-2,Newly Listed Grantor,0
1 London Street (Bath) Management Company Ltd,Tier-2,,0
1 Margaret Road Management Company Ltd,Tier-2,,0
1 North Park Road Management Limited,Tier-2,,0
1 Park Road Ipswich Management Company Limited,Tier-2,,0
1 Rochfort Place Bath (Management) Limited,Tier-2,,0
1 South Road WSM Flat Management Limited,Tier-2,Newly Listed Grantor,0
1st Choice Tickets Holdings Limited,Tier-2,,0
1st Class U Limited,Tier-2,,0
1 St Georges Square Cheltenham Management Company Limited,Tier-2,,0
1 Sydney Place Residents Limited,Tier-2,,0
1 Tankerville Terrace Limited,Tier-2,,0
1 The Paragon (Management) Ltd,Tier-2,,0
1 Walcot Buildings Management Company Limited,Tier-2,,0
1 Walpole Terrace Brighton Limited,Tier-2,,0
1 Warrior Gardens Management Limited,Tier-2,Newly Listed Grantor,0
1 Weymouth Street (Management) Bath Limited,Tier-2,,0
1 Wilbury Avenue Hove (Freehold) Limited,,,0
1 Wilbury Gardens Limited,,,0
1 Windsor Street Proprietors Association,Tier-2,Wayleave Signed,0
2 & 3 Clarendon Terrace Brighton Limited,Tier-2,,0
20:20 House (Residential Management) Limited,Tier-2,Wayleave Signed,0
200 Derby Road Management Ltd,Tier-2,Newly Listed Grantor,0
200 Lincoln Road Management Limited,Tier-2,,0
2013 Limited,Tier-2,Newly Listed Grantor,0
201 Old Christchurch Road Limited,Tier-2,,0
20-22 Lewes Crescent Limited,Tier-2,,0
20-34 St Georges Street Norwich Residents Management Company Limited,Tier-2,Newly Listed Grantor,0
20 Atlingworth Street Brighton Limited,Tier-2,Newly Listed Grantor,0
20 Barrack Lane Limited,Tier-2,Newly Listed Grantor,0
20 Bellevue Gardens Limited,Tier-2,,0
20 Belmont Limited,Tier-2,,0
20 Brighton Road Freeholders Ltd,Tier-2,Newly Listed Grantor,0
20 Bristol Road Brighton Limited C/O The Property Shop,Tier-2,Wayleave Partially Signed,0
20 Brunswick Square Limited,Tier-2,,0
20 Camden Crescent (Bath) Management Limited,Tier-2,,0
20 Charles Road Freehold Limited,,Newly Listed Grantor,0
20 Church Street Stratton St Margaret Management Co Limited,Tier-2,Newly Listed Grantor,0
20 Clifton Road (Littlehampton) Freeholders Limited,Tier-2,Newly Listed Grantor,0
20 Cornwallis Gardens Management Company Limited,,Newly Listed Grantor,0
20 Devonshire Place Management Company Limited,Tier-2,,0
20 Dorset Gardens (Brighton) Limited,Tier-2,,0
20 Durrant Road Limited,Tier-2,Newly Listed Grantor,0
20 Great Stanhope Street Limited,Tier-2,,0
20 Grosvenor Place Bath (Management) Limited,Tier-2,,0
20 Henrietta Street Management Company Limited,Tier-2,,0
20 Hoe Street Limited,Tier-2,Newly Listed Grantor,0
20 Hyde Park Road Management Company Limited,Tier-2,Newly Listed Grantor,0
20 Kensington Place (Bath) Limited,Tier-2,Newly Listed Grantor,0
20 Lawrence Road Hove Limited,Tier-2,Newly Listed Grantor,0
20 Lower Park Road Limited,,Newly Listed Grantor,0
20 Marlborough Buildings (Bath) Management Limited,Tier-2,,0
20 Montpellier Spa Road Limited,Tier-2,,0
20 Napier Terrace Management Company Ltd,Tier-2,Newly Listed Grantor,0
20 New Church Road Limited,Tier-2,Newly Listed Grantor,0
20 Parkside Close Management Company Limited,Tier-2,,0
20 Portland Road (Hove) Limited,,Newly Listed Grantor,0
20 Purbeck Road Management Company Limited,Tier-2,,0
20 Ranelagh Villas Limited,Tier-2,Newly Listed Grantor,0
20 Royal Crescent (Management) Limited,Tier-2,,0
20 Sackville Gardens (Hove) Limited,Tier-2,Newly Listed Grantor,0
20 Shakespeare Road Limited,Tier-2,,0
20 Southside (WSM) Limited,Tier-2,Newly Listed Grantor,0
20 Upper Rock Gardens Limited,Tier-2,Newly Listed Grantor,0
20 Walker Terrace Plymouth Limited,Tier-2,Newly Listed Grantor,0
20 Westcliffe Grove Management Company Limited,Tier-2,,0
20 Wilbury Villas Hove Freeholders Limited,Tier-2,Newly Listed Grantor,0
21/22 Burlington Street Management Limited,Tier-2,,0
21/22 Henrietta Street (Bath) Limited,Tier-2,,0
210 To 216 Portland Road Limited,Tier-2,Newly Listed Grantor,0
212-222 Newport Management Ltd,Tier-2,,0
21-22 Burlington Street Management Limited,Tier-2,,0
21-23 Richmond Road Limited,Tier-2,,0
21-39 (Odd) Addenbrookes Road Freehold Limited,Tier-2,Newly Listed Grantor,0
213 Bath Road Management Company Limited,Tier-2,Newly Listed Grantor,0
215 Stuart Road (Management) Limited,Tier-2,,0
218 Seaside Road And 4 Leslie Street Freeholders Limited,Tier-2,,0
21 Belvedere (Bath) Limited,Tier-2,,0
21 Bloomfield Road Limited,Tier-2,Newly Listed Grantor,0
21 Brock Street (Bath) Limited,Tier-2,,0
21 Burton Crescent Management Limited,Tier-2,,0
21 Carlisle Road (Hove) Limited,Tier-2,Newly Listed Grantor,0
21 Claverton Buildings (Management) Limited,Tier-2,Newly Listed Grantor,0
21 College Road Limited,Tier-2,,0
21 Craneswater Park (Freehold) Limited,Tier-2,,0
21 Dane Road (Management) Limited,,Newly Listed Grantor,0
21 Davigdor Road Limited,Tier-2,Newly Listed Grantor,0
21 Devonshire Place (Brighton) Freeholder Limited,Tier-2,,0
21 Enys Road (Eastbourne) Limited,Tier-2,,0
21 Grosvenor Place (Bath) Ltd,Tier-2,,0
21 Hove Park Villas Company Limited,Tier-2,Newly Listed Grantor,0
21 Jevington Gardens Limited,Tier-2,,0
21 Kenilworth Limited,Tier-2,,0
21 Kings Road Management Company Limited,Tier-2,Newly Listed Grantor,0
21 Lansdown Place Management Company Limited,Tier-2,,0
21 Marlborough Buildings Bath (Management) Limited,Tier-2,,0
21 Meyrick Park Crescent Management Limited,Tier-2,,0
21 Montefiore Road (Hove) Limited,Tier-2,Newly Listed Grantor,0
21 North Parade Management Company Limited,Tier-2,Newly Listed Grantor,0
21 Park View Management Limited,Tier-2,,0
21 Portarlington Freehold Limited,Tier-2,,0
21 Seaforth Management Limited,Tier-2,Newly Listed Grantor,0
21 St Annes Road Freehold Limited,Tier-2,,0
21st Century Housing Limited,Tier-1,Initial Grantor Engagement,0
21St Century Property Limited,Tier-2,Newly Listed Grantor,0
21 Surrey Road Management Company Limited,Tier-2,,0
21 Waverley Grove Limited,Tier-2,,0
21 Wellington Esplanade Limited,Tier-2,,0
21 West Drive Brighton Limited,Tier-2,,0
21 Western Place Worthing Limited,Tier-2,,0
21 Wilbury Villas Limited,Tier-2,Newly Listed Grantor,0
22/24 Priory Road Plymouth Management Company Limited,Tier-2,,0
22-28 Spencer Road Management Company Limited,Tier-2,Newly Listed Grantor,0
226 Derby Road Management Company Limited,Tier-2,Newly Listed Grantor,0
229-251 DEVONSHIRE AVENUE RTM COMPANY LIMITED,Tier-2,Wayleave Signed,0
22A Huntington Road Management Company Limited,Tier-2,,0
22 Avon Road West Management Limited,Tier-2,Newly Listed Grantor,0
22 Belmont Road Management Company Limited,Tier-2,,0
22 Boscombe Cliff Road Limited,Tier-2,Wayleave Negotiation Commenced,0
22 Carlton Road Freehold Limited,Tier-2,,0
22 Church Road Limited,,Newly Listed Grantor,0
22 Enys Road Limited,Tier-2,,0
22 Forest Road Management Company Limited,Tier-2,Newly Listed Grantor,0
22 Glen Road (Freehold) Limited,Tier-2,,0
22 Granville Road Eastbourne Limited,Tier-2,,0
22 Grosvenor Crescent Management Company Limited,,Newly Listed Grantor,0
22 Grosvenor Place (Bath) Management Company Limited,Tier-2,,0
22 Grosvenor Road Rte Limited,Tier-2,Newly Listed Grantor,0
22 Jumpers Road (Christchurch) Management Company Limited,Tier-2,Newly Listed Grantor,0
22 Meads Street Residents Company Limited,Tier-2,,0
22 New Church Road (Hove) Limited,Tier-2,Newly Listed Grantor,0
22 Palmerston Road Freehold Limited,,Newly Listed Grantor,0
22 Park Drive (Heaton) Limited,Tier-2,Newly Listed Grantor,0
22 Park Place West (Management) Limited,Tier-2,Newly Listed Grantor,0
22 Park Street Bath (Management) Limited,Tier-2,,0
22 Park View Management Limited,Tier-2,Newly Listed Grantor,0
22 Portland Place Limited,Tier-2,,0
22 Priory Avenue Hastings Management Company Limited,,Newly Listed Grantor,0
22 Ripon Road Management Company Limited,Tier-2,Newly Listed Grantor,0
22 Russell Street Reading Limited,Tier-2,,0
22 Salisbury Road (Worthing) Limited,Tier-2,,0
22 SGT Brighton Limited,Tier-2,,0
22 St Bernards Road (Management Company) Limited,Tier-2,Newly Listed Grantor,0
22 Sussex Square Management Company Limited,Tier-2,,0
22 Talbot Avenue Bournemouth Limited,Tier-2,,0
22 Walker Terrace Management Co Ltd,Tier-2,Newly Listed Grantor,0
22 Westbourne Villas Hove Limited,Tier-2,Newly Listed Grantor,0
22 Westcliffe Grove Management Company Limited,Tier-2,,0
22 Wilbury Villas Hove Limited,Tier-2,Newly Listed Grantor,0
23/24 Devonshire Place Brighton Management Company Limited,Tier-2,,0
23 - 24 Hanover Crescent Brighton Limited,Tier-2,,0
232 Freshfield Road Brighton Limited,Tier-2,,0
232 Otley Road Management Company Limited,Tier-2,,0
2-32 Zion Street Management Company Limited,Tier-2,Newly Listed Grantor,0
